id,pcid,cid,招生代码,zstype,coname,conamememo,bdenji,选测等级,xdenjinuma,xdenjinumb,xdenjicanchange,diploma,yearno,ty,pici,source_pici,source_zscode,招生专业代码,specname,specflag,specnamememo,specnamememolq,specnamememoplan,specnamememolq,specnamememoplan,招生计划增减,xuezi,xuefei,xuancei,sid,speccode,scateid,stypebig,stypesmall,计划招生,录取人数,最高分,最低分,分差,位次,segmenttotalman,linescore,zypingxing,zyzhengqiu,zyfucong,lastplannum,lastlqnum,2018最高分,2018最低分,2018分差,2018位次,lastsegmenttotalman,lastlinescore,lastzypingxing,lastzyzhengqiu,lastzyfucong,is985,is211,isyan,is11c,is11s,collegelevel,collegetype,province,banxuetype,分差2019,位次2019,分差2018,位次2018,分差2017,位次2017,分差2016,位次2016,分差2015,位次2015,isok
291553,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,16,新闻传播学类,110225844,100326397,,,新闻传播学类,,0,四,5000,√×××,2332,50300,115,文学,新闻传播学类,1,1,410,410,71,21,5,339,1,0,0,1,1,410,410,73,0,0,337,1,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,73,0,76,19,0,0,61,0,1
291554,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,17,经济学类,110225845,100326398,,,经济学类,,0,四,5000,√×××,2279,20100,101,经济学,经济学类,1,1,412,412,73,0,0,339,1,0,0,1,2,415,414,77,0,0,337,2,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,77,0,78,0,52,30,62,0,1
291555,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,18,工商管理类,110225846,100326399,,,工商管理类,,0,四,5000,√×××,2519,120200,178,管理学,工商管理类,1,4,420,418,79,0,0,339,4,0,0,1,2,417,416,79,0,0,337,2,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,79,0,88,0,57,0,65,0,1
291556,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,19,公共管理类,210225853,100326400,,,公共管理类,,0,四,5000,√×××,2527,120400,180,管理学,公共管理类,1,1,409,409,70,26,4,339,1,0,0,1,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,0,0,72,28,53,26,60,0,1
291557,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,20,人文科学试验班,310225855,100326401,,,人文科学试验班,,0,四,5000,√×××,0,,0,,,1,0,0,0,0,0,0,339,0,0,0,1,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,0,0,0,0,0,0,0,0,1
291558,43143,2,3101,,北京大学,,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,21,英语,310225854,100326403,(只招英语考生)(口),(只招英语考生)(口),英语(只招英语考生)(口),,0,四,5000,√×××,45,50201,114,文学,外国语言文学类,2,1,411,411,72,1,20,339,1,0,0,2,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,北京,公办院校,0,0,0,0,0,0,0,0,63,0,1
291241,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,1,人文科学试验班,110221595,100326104,,,人文科学试验班,,5,四,5300,√√√√,0,,0,,,12,7,399,390,51,452,60,339,7,0,0,7,5,393,387,50,450,57,337,5,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,50,450,50,398,37,339,37,496,1
291242,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,2,人文科学试验班,410221594,0,(传媒),(传媒),人文科学试验班(传媒),,-2,四,5300,√√√√,0,,0,,,4,6,390,390,51,452,60,339,6,0,0,6,7,392,387,50,450,57,337,7,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,50,450,50,398,36,373,37,496,0
291243,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,3,人文科学试验班,110221593,0,(外国语言文学),(外国语言文学),人文科学试验班(外国语言文学),,-6,四,5300,√√√√,0,,0,,,5,6,391,390,51,452,60,339,6,0,0,11,8,392,387,50,450,57,337,8,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,50,450,50,398,35,425,37,496,0
291244,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,4,社会科学试验班,110221592,100326107,,,社会科学试验班,,3,四,5300,√√√√,0,,0,,,14,16,400,391,52,401,51,339,16,0,0,11,15,397,393,56,222,27,337,15,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,56,222,52,324,38,301,40,346,1
291245,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,5,人文科学试验班,510176933,100326108,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),人文科学试验班(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,0,四,5300,√√√√,0,,0,,,2,0,0,0,0,0,0,339,0,0,0,2,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,0,0,0,0,0,0,0,0,1
291246,42840,3,2201,,浙江大学,(杭州）,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,6,社会科学试验班,220176932,100326109,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),社会科学试验班(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,1,四,5300,√√√√,0,,0,,,2,0,0,0,0,0,0,339,0,0,0,1,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,浙江,公办院校,0,0,0,0,0,0,0,0,0,0,1
291035,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,8,法学,310220387,100325921,,,法学,,-2,四,5500,√√√√,2293,30101,105,法学,法学类,2,2,405,405,66,61,8,339,2,0,0,4,3,404,399,62,85,11,337,3,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,62,85,65,65,47,71,49,120,1
291036,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,9,新闻传播学类,310220386,100325922,,,新闻传播学类,,36077,四,5000,√√√√,2332,50300,115,文学,新闻传播学类,2,1,405,405,66,61,8,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,64,79,47,71,52,71,1
291037,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,10,经济管理试验班,310220390,100325923,,,经济管理试验班,,-1,四,5000,√√√√,0,,0,,,1,3,407,406,67,43,18,339,3,0,0,2,7,405,401,64,1,77,337,7,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,64,1,67,50,0,0,0,0,1
291038,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,11,人文科学试验班,310220389,100325924,,,人文科学试验班,,-2,四,5500,√√√√,0,,0,,,4,2,408,405,66,61,8,339,2,0,0,6,4,406,403,66,0,0,337,4,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,66,0,0,0,0,0,0,0,1
291039,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,12,英语,310220388,100325925,(只招英语考生)(口),(只招英语考生)(口),英语(只招英语考生)(口),,-1,四,5000,√√√√,45,50201,114,文学,外国语言文学类,2,1,405,405,66,61,8,339,1,0,0,3,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,64,79,0,0,49,120,1
291040,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,13,经济学类,310220385,100325926,,,经济学类,,-2,四,5500,√√√√,2279,20100,101,经济学,经济学类,4,7,408,406,67,43,18,339,7,0,0,6,10,406,401,64,1,77,337,10,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,64,1,65,65,49,54,53,62,1
291041,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,14,法学,310220387,100325927,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),法学(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,-3,四,5500,√√√√,2293,30101,105,法学,法学类,1,0,0,0,0,0,0,339,0,0,0,4,3,404,399,62,85,11,337,3,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,62,85,65,65,47,71,49,120,1
291042,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,15,新闻传播学类,310220386,100325928,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),新闻传播学类(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,36077,四,5000,√√√√,2332,50300,115,文学,新闻传播学类,1,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,64,79,47,71,52,71,1
291043,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,16,历史学类,310131591,100325929,"(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","历史学类(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",,0,四,5000,√√√√,2335,60100,116,历史学,历史学类,3,0,0,0,0,0,0,339,0,0,0,3,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,0,0,0,0,49,120,1
291044,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,17,社会科学试验班,310131588,100325930,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),社会科学试验班(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,0,四,5000,√√√√,0,,0,,,1,0,0,0,0,0,0,339,0,0,0,1,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,0,0,0,0,51,83,1
291045,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,18,哲学类,210131592,100325931,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),哲学类(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,0,四,5000,√√√√,3035,10100,100,哲学,哲学类,3,0,0,0,0,0,0,339,0,0,0,3,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,0,0,0,0,49,120,1
291046,42634,4,2101,,复旦大学,(上海）,5合格,A+A ,9,8,1,本科,2019,文科,本科第一批次,,,19,中国语言文学类,310220391,100325932,(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),中国语言文学类(农村学生单独招生计划(即高校专项计划)，仅限户籍、学籍等符合报名条件，在当地就读且经公示无异议的考生报考),,0,四,5000,√√√√,2328,50100,113,文学,中国语言文学类,1,0,0,0,0,0,0,339,0,0,0,1,0,0,0,0,0,0,337,0,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,0,0,66,57,47,71,50,100,1
290509,42108,5,1101,,南京大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,6,人文科学试验班,220210536,100325449,(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类),(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类),人文科学试验班(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类),,7,四,待定,√√√√,0,,0,,,45,61,403,391,52,401,51,339,61,0,0,38,59,397,388,51,397,53,337,59,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,0,0,51,397,51,361,0,0,0,0,1
290510,42108,5,1101,,南京大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,7,外国语言文学类,220210537,100325447,(英语、德语、法语、西班牙语),(英语、德语、法语、西班牙语),外国语言文学类(英语、德语、法语、西班牙语),,1,四,待定,√√√√,2331,50200,114,文学,外国语言文学类,20,30,399,391,52,401,51,339,30,0,0,19,30,396,388,51,397,53,337,30,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,0,0,51,397,55,244,0,0,0,0,1
290511,42108,5,1101,,南京大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,8,社会科学试验班,120325448,200325448,(法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、信息管理与信息系统(大数据管理应用)、图书馆学(公共数字文化)、档案学(经济与科技档案)、编辑出版学(数字化出版与新媒体)),(法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、信息管理与信息系统(大数据管理应用)、图书馆学(公共数字文化)、档案学(经济与科技档案)、编辑出版学(数字化出版与新媒体)),社会科学试验班(法学、社会学、社会工作、应用心理学、政治学与行政学、行政管理、劳动与社会保障、国际政治、信息管理与信息系统(大数据管理应用)、图书馆学(公共数字文化)、档案学(经济与科技档案)、编辑出版学(数字化出版与新媒体)),,36077,四,待定,√√√√,0,,0,,,44,59,400,391,52,401,51,339,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,0,0,0,0,0,0,0,0,0,0,1
290512,42108,5,1101,,南京大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,9,经济管理试验班,120325450,0,(经济学、金融学、金融工程、保险学、经济学(产业经济学)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源)、国际经济与贸易),(经济学、金融学、金融工程、保险学、经济学(产业经济学)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源)、国际经济与贸易),经济管理试验班(经济学、金融学、金融工程、保险学、经济学(产业经济学)、工商管理、市场营销、会计学、财务管理、电子商务、工商管理(人力资源)、国际经济与贸易),,36077,四,待定,√√√√,0,,0,,,25,29,402,395,56,241,29,339,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,0,0,0,0,0,0,0,0,0,0,0
290513,42108,5,1101,,南京大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,10,人文科学试验班,220210536,0,"(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类)(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类)(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)","人文科学试验班(哲学、汉语国际教育、汉语言文学、新闻学、广播电视学、广告学、历史学、考古学、考古学(文物鉴定))(人文艺术传播类)(农村学生单独招生计划(即高校专项计划),仅限户籍、学籍等符合报名条件,在当地就读且经公示无异议的考生报考)",,-37,四,待定,√√√√,0,,0,,,1,0,403,391,52,401,51,339,0,0,0,38,59,397,388,51,397,53,337,59,0,0,1,1,1,1,1,A+,综合,江苏,公办院校,0,0,51,397,51,361,0,0,0,0,0
291977,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,1,建筑类,910291977,200326767,(建筑学、城乡规划、风景园林),(建筑学、城乡规划、风景园林),建筑类(建筑学、城乡规划、风景园林),,1,五,待定,√√√√,2445,82800,156,工学,建筑类,3,3,384,384,45,876,90,339,3,0,0,2,2,383,381,44,848,86,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,44,848,0,0,0,0,0,0,1
291978,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,2,工商管理类,910291978,200326768,(含工商管理、市场营销、财务管理等5个专业),(含工商管理、市场营销、财务管理等5个专业),工商管理类(含工商管理、市场营销、财务管理等5个专业),,0,四,待定,√√√√,2519,120200,178,管理学,工商管理类,5,5,384,384,45,876,90,339,5,0,0,5,5,382,380,43,934,78,337,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,43,934,0,0,0,0,0,0,1
291979,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,3,中国语言文学类,910291979,100326769,(汉语言文学、汉语国际教育),(汉语言文学、汉语国际教育),中国语言文学类(汉语言文学、汉语国际教育),,0,四,待定,√√√√,2328,50100,113,文学,中国语言文学类,5,5,384,383,44,966,108,339,5,0,0,5,5,382,379,42,1012,119,337,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,0,0,0,0,0,0,1
291980,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,4,哲学,110231261,0,,,哲学,,0,四,4500,√√√√,1,10101,100,哲学,哲学类,2,2,383,383,44,966,108,339,2,0,0,2,2,379,378,41,1131,129,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,41,1131,40,1068,25,1314,25,1593,0
291981,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,5,新闻传播学类,220231264,100326770,(新闻学、广播电视学、广告学),(新闻学、广播电视学、广告学),新闻传播学类(新闻学、广播电视学、广告学),,0,四,4500,√√√√,2332,50300,115,文学,新闻传播学类,5,5,388,384,45,876,90,339,5,0,0,5,5,382,380,43,934,78,337,5,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,43,934,42,898,0,0,0,0,1
291982,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,6,法学,110231271,100326772,,,法学,,0,四,4500,√√√√,2293,30101,105,法学,法学类,2,2,385,383,44,966,108,339,2,0,0,2,2,382,380,43,934,78,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,43,934,41,972,27,1077,27,1324,1
291983,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,7,社会学类,220231266,100326771,(社会学、社会工作),(社会学、社会工作),社会学类(社会学、社会工作),,0,四,4500,√√√√,2299,30300,107,法学,社会学类,2,2,384,383,44,966,108,339,2,0,0,2,2,380,379,42,1012,119,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,42,898,0,0,0,0,1
291984,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,8,公共管理类,910291984,100326773,,,公共管理类,,0,四,4500,√√√√,2527,120400,180,管理学,公共管理类,2,2,384,384,45,876,90,339,2,0,0,2,2,379,379,42,1012,119,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,0,0,0,0,0,0,1
291985,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,9,英语,210231268,0,,,英语,,0,四,4500,√√√√,45,50201,114,文学,外国语言文学类,2,2,387,383,44,966,108,339,2,0,0,2,2,380,379,42,1012,119,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,40,1068,28,958,31,923,0
291986,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,10,翻译,110231269,0,,,翻译,,-1,四,4500,√√√√,105,50261,114,文学,外国语言文学类,2,2,383,383,44,966,108,339,2,0,0,3,3,380,379,42,1012,119,337,3,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,41,972,27,1077,27,1324,0
291987,43576,6,5202,,华中科技大学,(武汉）,5合格,AB+ ,8,7,1,本科,2019,文科,本科第一批次,,,11,法语,310231270,0,,,法语,,0,四,4500,√√√√,48,50204,114,文学,外国语言文学类,2,2,385,383,44,966,108,339,2,0,0,2,2,383,379,42,1012,119,337,2,0,0,1,1,1,1,1,A+,综合,湖北,公办院校,0,0,42,1012,40,1068,26,1197,29,1104,0
291052,42651,7,2103,,上海交通大学,,5合格,AA ,8,8,1,本科,2019,文科,本科第一批次,,,1,经济管理试验班,930291052,200325936,(含金融学等专业),(含金融学等专业),经济管理试验班(含金融学等专业),,0,四,6500,√√√√,0,,0,,,2,2,411,410,71,21,5,339,2,0,0,2,2,406,397,60,114,19,337,2,0,0,1,1,1,1,1,A+,综合,上海,公办院校,0,0,60,114,0,0,0,0,0,0,1
