COMPANYCODE	SSNAME	SHAREHDNAME	SHAREHDTYPE	SHARESTYPE	RANK	SCODE	SNAME	RDATE	SHAREHDNUM	LTAG	ZB	NDATE	BZ	BDBL	SHAREHDCODE	SHAREHDRATIO	BDSUM	ZDF10	ZDF30	ZDF60,NOTICEDATE,ATTACHTYPE,ATTACHSIZE,ENDDATE,NOTICETITLE,INFOCODE,CDSY_SECUCODES,ANN_RELCOLUMNS,ANN_RELCODES,EUTIME,TABLEID,Order,Url
,2020-07-21T00:00:00+08:00,0,126.0,2020-07-21T00:00:00+08:00,海欣食品:第五届董事会第三十次会议决议公告,AN202007201392964918,"[{'SECURITYVARIETYCODE': '1000013865', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002702', 'SECURITYFULLNAME': '海欣食品', 'SECURITYSHORTNAME': '海欣食品', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80161075', 'Eid': 0}]","[{'COLUMNCODE': '001002009', 'COLUMNNAME': '董事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}, {'COLUMNCODE': '001002005002', 'COLUMNNAME': '高管人员任职变动', 'NodeName': None, 'Eid': 0, 'Order': 275}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002702', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002702', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830152554e+17,275.0,"http://data.eastmoney.com/notices/detail/002702/AN202007201392964918,JWU2JWI1JWI3JWU2JWFjJWEzJWU5JWEzJTlmJWU1JTkzJTgx.html"
,2020-07-21T00:00:00+08:00,0,97.0,2020-07-21T00:00:00+08:00,富通鑫茂:独立董事关于公司第八届董事会第二十次会议相关事项的独立意见,AN202007201392970989,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001003001001003', 'COLUMNNAME': '专项说明/独立意见', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,999.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392970989,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,184.0,2020-07-21T00:00:00+08:00,双林生物:关于实施2019年度利润分配方案后调整发行股份购买资产并募集配套资金的发行股份价格、数量等事项的公告,AN202007201392970997,"[{'SECURITYVARIETYCODE': '1000002052', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000403', 'SECURITYFULLNAME': '双林生物', 'SECURITYSHORTNAME': '双林生物', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000676', 'Eid': 0}]","[{'COLUMNCODE': '001002006012002001', 'COLUMNNAME': '变更募集资金投资项目', 'NodeName': None, 'Eid': 0, 'Order': 317}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000403', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,317.0,"http://data.eastmoney.com/notices/detail/000403/AN202007201392970997,JWU1JThmJThjJWU2JTllJTk3JWU3JTk0JTlmJWU3JTg5JWE5.html"
,2020-07-21T00:00:00+08:00,0,601.0,2020-07-21T00:00:00+08:00,双林生物:2020年第四次临时股东大会的法律意见书,AN202007201392970986,"[{'SECURITYVARIETYCODE': '1000002052', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000403', 'SECURITYFULLNAME': '双林生物', 'SECURITYSHORTNAME': '双林生物', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000676', 'Eid': 0}]","[{'COLUMNCODE': '001003002002', 'COLUMNNAME': '法律意见书', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000403', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,999.0,"http://data.eastmoney.com/notices/detail/000403/AN202007201392970986,JWU1JThmJThjJWU2JTllJTk3JWU3JTk0JTlmJWU3JTg5JWE5.html"
,2020-07-21T00:00:00+08:00,0,160.0,2020-07-21T00:00:00+08:00,双林生物:关于2019年度利润分配实施的公告,AN202007201392970987,"[{'SECURITYVARIETYCODE': '1000002052', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000403', 'SECURITYFULLNAME': '双林生物', 'SECURITYSHORTNAME': '双林生物', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000676', 'Eid': 0}]","[{'COLUMNCODE': '001002002001005', 'COLUMNNAME': '分配方案实施', 'NodeName': None, 'Eid': 0, 'Order': 20}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000403', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,20.0,"http://data.eastmoney.com/notices/detail/000403/AN202007201392970987,JWU1JThmJThjJWU2JTllJTk3JWU3JTk0JTlmJWU3JTg5JWE5.html"
,2020-07-21T00:00:00+08:00,0,338.0,2020-07-21T00:00:00+08:00,富通鑫茂:关于召开2020年第二次临时股东大会的通知,AN202007201392971001,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002003001002', 'COLUMNNAME': '召开股东大会通知', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,999.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392971001,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,61.0,2020-07-21T00:00:00+08:00,富通鑫茂:关于本次非公开发行股票不存在直接或通过利益相关方向参与认购的投资者提供财务资助或补偿的公告,AN202007201392970993,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002006002', 'COLUMNNAME': '获得补贴（资助）', 'NodeName': None, 'Eid': 0, 'Order': 285}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,285.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392970993,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,956.0,2020-07-21T00:00:00+08:00,富通鑫茂:2020年度非公开发行A股股票预案,AN202007201392970999,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002001002001001', 'COLUMNNAME': '增发预案', 'NodeName': None, 'Eid': 0, 'Order': 107}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,107.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392970999,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,62.0,2020-07-21T00:00:00+08:00,富通鑫茂:董事会审计委员会关于对关联交易事项的书面审核意见,AN202007201392970998,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001003002001', 'COLUMNNAME': '保荐/核查意见', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,999.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392970998,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,406.0,2020-07-21T00:00:00+08:00,富通鑫茂:关于前次募集资金使用情况专项报告,AN202007201392971002,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002006012002003', 'COLUMNNAME': '募集资金使用情况报告', 'NodeName': None, 'Eid': 0, 'Order': 321}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.070000083016112e+17,321.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392971002,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,199.0,2020-07-21T00:00:00+08:00,富通鑫茂:关于与控股股东签署附生效条件的非公开发行股票认购协议暨关联交易的公告,AN202007201392970991,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002006005', 'COLUMNNAME': '签订协议', 'NodeName': None, 'Eid': 0, 'Order': 291}, {'COLUMNCODE': '001002007005', 'COLUMNNAME': '关联交易', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.0700000830161117e+17,291.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392970991,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,96.0,2020-07-21T00:00:00+08:00,富通鑫茂:关于最近五年被证券监管部门和交易所采取监管措施或处罚的公告,AN202007201392971003,"[{'SECURITYVARIETYCODE': '1000000358', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000836', 'SECURITYFULLNAME': '富通鑫茂', 'SECURITYSHORTNAME': '富通鑫茂', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001127', 'Eid': 0}]","[{'COLUMNCODE': '001002006013004', 'COLUMNNAME': '处罚', 'NodeName': None, 'Eid': 0, 'Order': 337}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000836', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:27+08:00,2.070000083016112e+17,337.0,"http://data.eastmoney.com/notices/detail/000836/AN202007201392971003,JWU1JWFmJThjJWU5JTgwJTlhJWU5JTkxJWFiJWU4JThjJTgy.html"
,2020-07-21T00:00:00+08:00,0,160.0,2020-07-21T00:00:00+08:00,恩捷股份:第四届监事会第六次会议决议公告,AN202007201392952381,"[{'SECURITYVARIETYCODE': '1000320079', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002812', 'SECURITYFULLNAME': '恩捷股份', 'SECURITYSHORTNAME': '恩捷股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80187554', 'Eid': 0}]","[{'COLUMNCODE': '001002010', 'COLUMNNAME': '监事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002812', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:23+08:00,2.0700000830134112e+17,999.0,"http://data.eastmoney.com/notices/detail/002812/AN202007201392952381,JWU2JTgxJWE5JWU2JThkJWI3JWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,335.0,2020-07-21T00:00:00+08:00,东南网架:第七届监事会第三次会议决议公告,AN202007201392967129,"[{'SECURITYVARIETYCODE': '1000007566', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002135', 'SECURITYFULLNAME': '东南网架', 'SECURITYSHORTNAME': '东南网架', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80091747', 'Eid': 0}]","[{'COLUMNCODE': '001002010', 'COLUMNNAME': '监事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002135', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:19+08:00,2.070000083015595e+17,999.0,"http://data.eastmoney.com/notices/detail/002135/AN202007201392967129,JWU0JWI4JTljJWU1JThkJTk3JWU3JWJkJTkxJWU2JTllJWI2.html"
,2020-07-21T00:00:00+08:00,0,211.0,2020-07-21T00:00:00+08:00,海翔药业:第六届董事会第七次会议决议公告,AN202007201392963453,"[{'SECURITYVARIETYCODE': '1000006279', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002099', 'SECURITYFULLNAME': '海翔药业', 'SECURITYSHORTNAME': '海翔药业', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80088472', 'Eid': 0}]","[{'COLUMNCODE': '001002009', 'COLUMNNAME': '董事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}, {'COLUMNCODE': '001002005002', 'COLUMNNAME': '高管人员任职变动', 'NodeName': None, 'Eid': 0, 'Order': 275}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002099', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002099', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:07+08:00,2.0700000830150707e+17,275.0,"http://data.eastmoney.com/notices/detail/002099/AN202007201392963453,JWU2JWI1JWI3JWU3JWJmJTk0JWU4JThkJWFmJWU0JWI4JTlh.html"
,2020-07-21T00:00:00+08:00,0,428.0,2020-07-21T00:00:00+08:00,金科股份:关于公司限制性股票激励计划首次授予部分第四个解锁期可解锁的公告,AN202007201392970292,"[{'SECURITYVARIETYCODE': '1000004202', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000656', 'SECURITYFULLNAME': '金科股份', 'SECURITYSHORTNAME': '金科股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000978', 'Eid': 0}]","[{'COLUMNCODE': '001002007001007001', 'COLUMNNAME': '股权激励进展公告', 'NodeName': None, 'Eid': 0, 'Order': 367}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000656', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:36:07+08:00,2.0700000830160118e+17,367.0,"http://data.eastmoney.com/notices/detail/000656/AN202007201392970292,JWU5JTg3JTkxJWU3JWE3JTkxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,162.0,2020-07-21T00:00:00+08:00,金科股份:关于卓越共赢计划暨2019至2023年员工持股计划之二期持股计划的进展公告,AN202007201392970298,"[{'SECURITYVARIETYCODE': '1000004202', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000656', 'SECURITYFULLNAME': '金科股份', 'SECURITYSHORTNAME': '金科股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000978', 'Eid': 0}]","[{'COLUMNCODE': '001002007001007001', 'COLUMNNAME': '股权激励进展公告', 'NodeName': None, 'Eid': 0, 'Order': 367}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000656', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:53+08:00,2.070000083016012e+17,367.0,"http://data.eastmoney.com/notices/detail/000656/AN202007201392970298,JWU5JTg3JTkxJWU3JWE3JTkxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,62.0,2020-07-21T00:00:00+08:00,安靠智电:2020年半年度报告及摘要披露的提示性公告,AN202007201392970350,"[{'SECURITYVARIETYCODE': '1000453071', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300617', 'SECURITYFULLNAME': '安靠智电', 'SECURITYSHORTNAME': '安靠智电', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80277304', 'Eid': 0}]","[{'COLUMNCODE': '001002008', 'COLUMNNAME': '其他', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300617', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:42+08:00,2.0700000830160272e+17,999.0,"http://data.eastmoney.com/notices/detail/300617/AN202007201392970350,JWU1JWFlJTg5JWU5JTlkJWEwJWU2JTk5JWJhJWU3JTk0JWI1.html"
,2020-07-21T00:00:00+08:00,0,234.0,2020-07-21T00:00:00+08:00,沃森生物:关于征集董事候选人的公告,AN202007201392970352,"[{'SECURITYVARIETYCODE': '1000008190', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300142', 'SECURITYFULLNAME': '沃森生物', 'SECURITYSHORTNAME': '沃森生物', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80133725', 'Eid': 0}]","[{'COLUMNCODE': '001002005002', 'COLUMNNAME': '高管人员任职变动', 'NodeName': None, 'Eid': 0, 'Order': 275}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300142', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:38+08:00,2.0700000830160275e+17,275.0,"http://data.eastmoney.com/notices/detail/300142/AN202007201392970352,JWU2JWIyJTgzJWU2JWEzJWFlJWU3JTk0JTlmJWU3JTg5JWE5.html"
,2020-07-21T00:00:00+08:00,0,306.0,2020-07-21T00:00:00+08:00,金科股份:关于调整限制性股票激励计划相关事项的公告,AN202007201392970291,"[{'SECURITYVARIETYCODE': '1000004202', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000656', 'SECURITYFULLNAME': '金科股份', 'SECURITYSHORTNAME': '金科股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000978', 'Eid': 0}]","[{'COLUMNCODE': '001002007001007004', 'COLUMNNAME': '股权激励其他事项公告', 'NodeName': None, 'Eid': 0, 'Order': 373}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000656', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:34+08:00,2.0700000830160118e+17,373.0,"http://data.eastmoney.com/notices/detail/000656/AN202007201392970291,JWU5JTg3JTkxJWU3JWE3JTkxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,231.0,2020-07-21T00:00:00+08:00,海南高速:关于2020年第二次临时董事会会议决议公告,AN202007201392967109,"[{'SECURITYVARIETYCODE': '1000000659', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000886', 'SECURITYFULLNAME': '海南高速', 'SECURITYSHORTNAME': '海南高速', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10001154', 'Eid': 0}]","[{'COLUMNCODE': '001002009', 'COLUMNNAME': '董事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000886', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:26+08:00,2.070000083015594e+17,999.0,"http://data.eastmoney.com/notices/detail/000886/AN202007201392967109,JWU2JWI1JWI3JWU1JThkJTk3JWU5JWFiJTk4JWU5JTgwJTlm.html"
,2020-07-21T00:00:00+08:00,0,141.0,2020-07-21T00:00:00+08:00,澳洋顺昌:第五届监事会第八次会议决议公告,AN202007201392957636,"[{'SECURITYVARIETYCODE': '1000007422', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002245', 'SECURITYFULLNAME': '澳洋顺昌', 'SECURITYSHORTNAME': '澳洋顺昌', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80115430', 'Eid': 0}]","[{'COLUMNCODE': '001002010', 'COLUMNNAME': '监事会决议公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002245', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:26+08:00,2.0700000830142298e+17,999.0,"http://data.eastmoney.com/notices/detail/002245/AN202007201392957636,JWU2JWJlJWIzJWU2JWI0JThiJWU5JWExJWJhJWU2JTk4JThj.html"
,2020-07-21T00:00:00+08:00,0,445.0,2020-07-21T00:00:00+08:00,金科股份:关于回购注销不符合解锁条件的激励对象已获授但尚未解锁的限制性股票的公告,AN202007201392970289,"[{'SECURITYVARIETYCODE': '1000004202', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000656', 'SECURITYFULLNAME': '金科股份', 'SECURITYSHORTNAME': '金科股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000978', 'Eid': 0}]","[{'COLUMNCODE': '001002007003009004', 'COLUMNNAME': '回购进展情况', 'NodeName': None, 'Eid': 0, 'Order': 435}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000656', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:26+08:00,2.0700000830160118e+17,435.0,"http://data.eastmoney.com/notices/detail/000656/AN202007201392970289,JWU5JTg3JTkxJWU3JWE3JTkxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,176.0,2020-07-21T00:00:00+08:00,沃森生物:关于征集非职工代表监事候选人的公告,AN202007201392970347,"[{'SECURITYVARIETYCODE': '1000008190', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300142', 'SECURITYFULLNAME': '沃森生物', 'SECURITYSHORTNAME': '沃森生物', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80133725', 'Eid': 0}]","[{'COLUMNCODE': '001002005002', 'COLUMNNAME': '高管人员任职变动', 'NodeName': None, 'Eid': 0, 'Order': 275}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300142', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-20T21:35:26+08:00,2.0700000830160272e+17,275.0,"http://data.eastmoney.com/notices/detail/300142/AN202007201392970347,JWU2JWIyJTgzJWU2JWEzJWFlJWU3JTk0JTlmJWU3JTg5JWE5.html"
