交易日期,指数涨跌幅,持有股票代码,涨跌幅,策略净值,沪深300指数
2007-04-10,0.014284914932344073,sh600333 sh600724 sz000939 ,0.007551659668395327,1.8279815206352283,1.5097964283089573
2007-04-11,0.01289926887917514,sh600333 sh600724 sz000939 ,0.0042823131528699765,1.8358095099442477,1.5292716983905328
2007-04-12,0.017659195468583855,sh600333 sh600724 sz000939 ,0.028117241134299142,1.8874274086119898,1.5562774062369844
2007-04-13,-0.0022698366725013575,sh600333 sh600724 sz000939 ,-0.007080818975146341,1.8740628768028786,1.5527449107077225
2007-04-16,0.027378890140507206,sh600333 sh600724 sz000939 ,0.019819983640312566,1.9112067723620287,1.595257343034221
2007-04-17,0.00847665847665846,sh600333 sh600724 sz000939 ,0.009642106886400548,1.929634832343156,1.6087797947135036
2007-04-18,0.006364965282007473,sh600333 sh600724 sz000939 ,0.05549969939302235,2.0367289854765063,1.6190196222532502
2007-04-19,-0.04666364049024052,sh600333 sh600724 sz000939 ,-0.057956687195787615,1.9186869207626505,1.5434702726537797
2007-04-20,0.044116433355553486,sh600333 sh600724 sz000939 ,0.07412026861340482,2.0609005107146046,1.6115626760735882
2007-04-23,0.04318270259752888,sh600333 sh600724 sz000939 ,0.05078052389816223,2.1655541183506823,1.6811543078317517
2007-04-24,0.004045090519100514,sh600333 sh600724 sz000939 ,-0.005040264390719362,2.1546391530417837,1.6879547291835069
2007-04-25,0.000893997445721606,sh600333 sh600724 sz000939 ,-0.027863211665381638,2.0946039862580617,1.6894637563998907
2007-04-26,0.01313698423561882,sh600333 sh600724 sz000939 ,0.015368043018814559,2.126793950426256,1.7116582151343653
2007-04-27,-0.0066006789596917415,sh600333 sh600724 sz000939 ,-0.01136745374110304,2.102617718577928,1.7003601087675444
2007-04-30,0.025411177575694666,sh600333 sh600724 sz000939 ,0.02344426359331031,2.1519120426082337,1.743568261434064
2007-05-08,0.035777009084752676,sh600333 sh600724 sz000939 ,0.010911142512077365,2.1753918615785874,1.805947918963277
2007-05-09,0.004137242507521677,sh600333 sh600724 sz000939 ,-0.014403868698011912,2.1440578028376858,1.8134195634599821
2007-05-10,0.006276207149958912,sh600333 sh600724 sz000939 ,0.02187048303334671,2.190949382637162,1.824800960290045
2007-05-11,-0.005879968103186806,sh600333 sh600724 sz000939 ,-0.021781144772562544,2.1432279969445855,1.814071188848875
2007-05-14,0.008591236992283813,sh600333 sh600724 sz000939 ,-0.007857418284540896,2.126387758093453,1.8296563043531497
2007-05-15,-0.03475238457377594,sh600333 sh600724 sz000939 ,-0.009742820701824306,2.1056707434237945,1.7660713848264356
2007-05-16,0.02653524346397984,sh600333 sh600724 sz000939 ,0.057606486701625714,2.2269710371028397,1.812934518997573
2007-05-17,0.02116320612708722,sh600333 sh600724 sz000939 ,0.03742582388479798,2.3103172629339963,1.8513020259180304
2007-05-18,-0.0005213571163922293,sh600333 sh600724 sz000939 ,-0.004753227174471242,2.2993358001381683,1.8503368364322266
2007-05-21,0.014512938784048135,sh600333 sh600724 sz000939 ,0.020924371087568838,2.3474479556751913,1.8771906616692369
2007-05-22,0.010191990478775503,sh600333 sh600724 sz000939 ,0.03229235713550471,2.423252583416865,1.896322971019816
2007-05-23,0.01768768295487133,sh600333 sh600724 sz000939 ,0.06768933745578876,2.587280945276381,1.929864530511254
2007-05-24,-0.004874395460719216,sh600333 sh600724 sz000939 ,-0.018254805284190323,2.5400506354048646,1.920457607603927
2007-05-25,0.016710249378149022,sh600333 sh600724 sz000939 ,-0.0023920012673189772,2.533974831065922,1.9525489331471522
2007-05-28,0.0219133053133429,sh600333 sh600724 sz000939 ,0.02238454043234328,2.5906966931264575,1.9953357340584477
2007-05-29,0.023501073029873032,sh600333 sh600724 sz000939 ,0.010626131375658598,2.6182257765421033,2.0422282648636707
2007-05-30,-0.06761285803051131,sh600333 sh600724 sz000939 ,-0.10022213515712719,2.3558215988936264,1.9041473751255458
2007-05-31,0.010675524770613842,sh600333 sh600724 sz000939 ,-0.025285502116962233,2.296253466867616,1.924475147595598
2007-06-01,-0.03156862994691889,sh600073 sh600333 sh600724 ,-0.06504848183646172,2.146885664936166,1.8637221038191103
2007-06-04,-0.07689901286820278,sh600073 sh600333 sh600724 ,-0.09985636962405042,1.9325054564377249,1.7204037137747705
2007-06-05,0.03508542103929169,sh600073 sh600333 sh600724 ,-0.029498877408301483,1.8754987148873947,1.7807648024301195
2007-06-06,0.01181688369930356,sh600073 sh600333 sh600724 ,0.007271040819081254,1.8891355425994754,1.8018078929962495
2007-06-07,0.033913606230184135,sh600073 sh600333 sh600724 ,0.05890605356594292,2.000417062065167,1.862913696381762
2007-06-08,0.0093548641611656,sh600073 sh600333 sh600724 ,0.0035314385018445638,2.0074814118978908,1.8803410009553883
2007-06-11,0.02449014687834672,sh600073 sh600333 sh600724 ,0.023662163218184595,2.0549827647236905,1.9263908282501632
2007-06-12,0.026514168866643262,sh600073 sh600333 sh600724 ,-0.014092791396302706,2.026022321297442,1.9774674799735408
2007-06-13,0.020356234096692294,sh600073 sh600333 sh600724 ,0.07179886500533339,2.1714884244420696,2.0177212709144783
2007-06-14,-0.010307726302549391,sh600073 sh600333 sh600724 ,-0.016264786688631516,2.136169628421687,1.9969231522990598
2007-06-15,0.005780431913087414,sh600073 sh600333 sh600724 ,-0.018068984788585873,2.097571211899896,2.0084662306165924
2007-06-18,0.0312705823807502,sh600073 sh600333 sh600724 ,0.037245390334819994,2.1756960704421893,2.0712721393400435
2007-06-19,0.006015275915005613,sh600073 sh600333 sh600724 ,0.03514516307751636,2.2521612636449917,2.083731412753238
2007-06-20,-0.022431225017634504,sh600073 sh600333 sh600724 ,-0.058037962989121894,2.12145041158003,2.0369907645574568
2007-06-21,0.009543967673657727,sh600073 sh600333 sh600724 ,-0.007351000434718258,2.105855628682272,2.0564317385659323
2007-06-22,-0.03474869439255901,sh600073 sh600333 sh600724 ,-0.08893448601757759,1.9185724407181914,1.984973420543346
2007-06-25,-0.042908306449821354,sh600073 sh600333 sh600724 ,-0.06621630101676201,1.791531670461132,1.899801572719922
2007-06-26,0.01305450034686495,sh600073 sh600333 sh600724 ,0.008169206864654166,1.8061670632817084,1.9246025330099688
2007-06-27,0.028580447582995827,sh600073 sh600333 sh600724 ,0.0038799333830876748,1.8131748711659685,1.9796085348227612
2007-06-28,-0.045034253356036946,sh600073 sh600333 sh600724 ,-0.09921914915039953,1.633273203187996,1.8904583425197798
2007-06-29,-0.024475705710997997,sh600073 sh600333 sh600724 ,-0.03017739932124308,1.583985265534706,1.8441880404693647
2007-07-02,-0.0017055960553442606,sh600073 sh600333 sh600724 ,0.06563724955291095,1.6879537016967414,1.8410426006222271
2007-07-03,0.019844797027937622,sh600073 sh600333 sh600724 ,0.0016702230346221647,1.690772960850691,1.8775777173513617
2007-07-04,-0.023132745164042845,sh600073 sh600333 sh600724 ,-0.025157968916504014,1.6482365472567437,1.8341441904901874
2007-07-05,-0.05506493784024913,sh600073 sh600333 sh600724 ,-0.03058345132259299,1.5978277850455984,1.7331471546507913
2007-07-06,0.04886019268171338,sh600073 sh600333 sh600724 ,0.08514119662606023,1.733868754666748,1.8178290585727923
2007-07-09,0.029922270017357144,sh600073 sh600333 sh600724 ,0.023477903260520794,1.7745763575552536,1.8722226305088054
2007-07-10,-0.011954047052050387,sh600073 sh600333 sh600724 ,-0.04515358312254247,1.6944478764870838,1.8498419930917895
2007-07-11,0.0037742145660846216,sh600073 sh600333 sh600724 ,0.013952868177788957,1.7180902843418426,1.8568236936870717
2007-07-12,0.007137447986342638,sh600073 sh600333 sh600724 ,0.007847301357738035,1.7315726565628748,1.8700766762205718
2007-07-13,0.0008383723001792465,sh600073 sh600333 sh600724 ,-0.017810536939645405,1.7007324177994818,1.8716444967051264
2007-07-16,-0.031975435326638935,sh600073 sh600333 sh600724 ,0.019487227390088124,1.7338749771548347,1.811797849146272
2007-07-17,0.024791980464957897,sh600073 sh600333 sh600724 ,0.056557963810935696,1.831939415365445,1.8567159060287592
2007-07-18,0.00472866887443435,sh600073 sh600333 sh600724 ,0.018763773923750282,1.8663135123973693,1.8654957007422646
2007-07-19,-0.000149701778299538,sh600073 sh600333 sh600724 ,0.03329353713109384,1.9284496906206332,1.8652164327184533
2007-07-20,0.04330969267139473,sh600073 sh600333 sh600724 ,0.030059207334041105,1.9864173597042663,1.9459983831851246
2007-07-23,0.04653715620814336,sh600073 sh600333 sh600724 ,0.05739924401755503,2.1004362144546387,2.0365596139242053
2007-07-24,0.00111385900421479,sh600073 sh600333 sh600724 ,-0.01653759336850369,2.0657000544435085,2.038828054187795
2007-07-25,0.0226152570680187,sh600073 sh600333 sh600724 ,0.03015423009061058,2.1279896491833847,2.08493667475074
2007-07-26,0.011216178744483551,sh600073 sh600333 sh600724 ,0.03597700959351968,2.204548353206966,2.1083216971656737
2007-07-27,0.0009179236798748658,sh600073 sh600333 sh600724 ,-0.0023648839033898472,2.199334852292222,2.110256975576296
2007-07-30,0.02395092799398202,sh600073 sh600333 sh600724 ,0.012205872421840125,2.2261796529122075,2.160799588447122
2007-07-31,0.011396050155318305,sh600073 sh600333 sh600724 ,-0.0033788823808132973,2.2186576537064573,2.1854241689326566
2007-08-01,-0.03812974155711413,sh600333 sh600724 sz000997 ,-0.07312245529213213,2.05642395861476,2.1020945101785835
2007-08-02,0.03396123510656146,sh600333 sh600724 sz000997 ,0.05263454482474805,2.1646628976431543,2.1734842360549704
2007-08-03,0.03656065227143124,sh600333 sh600724 sz000997 ,0.043160403645787326,2.2580906220624923,2.2529482374268137
2007-08-06,0.022964609275440306,sh600333 sh600724 sz000997 ,0.05678677763500728,2.3863203120972503,2.3046863134171125
2007-08-07,0.004372892741891121,sh600333 sh600724 sz000997 ,-0.021433048142420752,2.3351741939648334,2.31476445946939
2007-08-08,-0.01195034447725185,sh600333 sh600724 sz000997 ,-0.008611738228486376,2.3150642850884915,2.287102226795031
2007-08-09,0.02339286517612127,sh600333 sh600724 sz000997 ,0.0010302265684245526,2.3174493258226003,2.340604100830454
2007-08-10,-0.01059387225812114,sh600333 sh600724 sz000997 ,-0.04372507246705426,2.216118686112281,2.3158080399794216
2007-08-13,-0.0011614917870472752,sh600333 sh600724 sz000997 ,0.017508461192075497,2.254919514125111,2.3131182479606074
2007-08-14,0.015754502572444595,sh600333 sh600724 sz000997 ,0.016943458228641184,2.2931256487216376,2.3495602753484714
2007-08-15,0.0006631119971141075,sh600333 sh600724 sz000997 ,-0.025774127423311533,2.234022336053822,2.351118296954998
2007-08-16,-0.016006251628028267,sh600333 sh600724 sz000997 ,0.02058567904498676,2.2800112028431574,2.313485705886675
2007-08-17,-0.020195089306513814,sh600333 sh600724 sz000997 ,0.002777049191918568,2.286342906111578,2.2667646554469503
2007-08-20,0.055948454365859934,sh600333 sh600724 sz000997 ,0.03128880595413208,2.3578798456455097,2.3935866343303682
2007-08-21,0.01786536701989383,sh600333 sh600724 sz000997 ,0.01641847334805191,2.396592633049149,2.4363489380465926
2007-08-22,0.015882687709518395,sh600333 sh600724 sz000997 ,0.03150427395628497,2.472095543922344,2.4750447073810036
2007-08-23,0.016675607568952255,sh600333 sh600724 sz000997 ,0.005828278252780983,2.4865036046197835,2.5163175816369017
2007-08-24,0.015897802345436807,sh600333 sh600724 sz000997 ,0.0008941660645620519,2.4887269517624455,2.556321501188113
2007-08-27,0.004900739423257416,sh600333 sh600724 sz000997 ,-0.022199064361365095,2.433479541982407,2.568849366747506
2007-08-28,0.0016440498555259087,sh600333 sh600724 sz000997 ,-0.010028395842284654,2.409075645861306,2.573072683177775
2007-08-29,-0.015223438954866775,sh600333 sh600724 sz000997 ,-0.0037317384455221037,2.400085605655474,2.533901668258983
2007-08-30,0.013420807375353228,sh600333 sh600724 sz000997 ,0.053700950425150884,2.5289724837808967,2.567908674456773
2007-08-31,0.010604381032696786,sh600333 sh600724 sz000997 ,0.015322569279453857,2.567722839869462,2.59513975649788
2007-09-03,0.02310069645692403,sh600200 sh600333 sh600724 ,0.0400511469996061,2.6705630847833195,2.6550892922760334
2007-09-04,-0.010857751279254924,sh600200 sh600333 sh600724 ,-0.03221726479734477,2.584524846722841,2.6262609931162872
2007-09-05,0.0005447425811471174,sh600200 sh600333 sh600724 ,0.022557825861433844,2.642826108149764,2.6276916293084436
2007-09-06,0.0090970959772525,sh600200 sh600333 sh600724 ,-0.003079029296929714,2.6346887691360803,2.6515959922588856
2007-09-07,-0.02166465879779156,sh600200 sh600333 sh600724 ,-0.020771888646381576,2.5799613074057137,2.5941500698170055
2007-09-10,0.015568133958098418,sh600200 sh600333 sh600724 ,0.03522034036683164,2.670828422785799,2.6345361456113268
2007-09-11,-0.04707451062072965,sh600200 sh600333 sh600724 ,-0.07898290709115074,2.4598786296125037,2.51051664584405
2007-09-12,0.015372485651110601,sh600200 sh600333 sh600724 ,0.024882738731362375,2.5210871468640135,2.549109526959162
2007-09-13,0.02827483345698334,sh600200 sh600333 sh600724 ,0.01916118863810068,2.569394173258166,2.621185174297542
2007-09-14,0.008843040241347078,sh600200 sh600333 sh600724 ,-0.006936182786477008,2.5515723856219386,2.6443644202738774
2007-09-17,0.0188298550380932,sh600200 sh600333 sh600724 ,0.020530699485478143,2.603957951486587,2.694157418975526
2007-09-18,-0.004013522679949255,sh600200 sh600333 sh600724 ,0.007923666828672404,2.624590846730039,2.683344357071114
2007-09-19,-0.01051153584913922,sh600200 sh600333 sh600724 ,0.013111251791680711,2.659002518171657,2.6551382866661757
2007-09-20,0.013959444722259517,sh600200 sh600333 sh600724 ,0.029145535759985464,2.7365005711509203,2.692202542808847
2007-09-21,-0.004880871787032337,sh600200 sh600333 sh600724 ,-0.012610887063524756,2.701990871498865,2.679062247372675
2007-09-24,0.00837585267277463,sh600200 sh600333 sh600724 ,0.005098698656523348,2.7157675087253144,2.701501678057861
2007-09-25,-0.010751011081085893,sh600200 sh600333 sh600724 ,-0.03849061341575377,2.6112359514199035,2.6724578035814885
2007-09-26,-0.01715976548320497,sh600200 sh600333 sh600724 ,-0.013008319538941437,2.5772681597722618,2.626599054408269
2007-09-27,0.012430470320946352,sh600200 sh600333 sh600724 ,0.006634446628730917,2.594366907826198,2.659248915999117
2007-09-28,0.02821657952045653,sh600200 sh600333 sh600724 ,0.01025952007971842,2.6209838672111982,2.7342838245020937
2007-10-08,0.012960484230783775,sh600200 sh600333 sh600724 ,-0.014415028385876494,2.5832023103664246,2.7697214668920402
2007-10-09,0.00403138786585866,sh600200 sh600333 sh600724 ,0.012172402486347211,2.6146460885918668,2.780887288405477
2007-10-10,0.0017318747764683007,sh600200 sh600333 sh600724 ,-0.024376647116062133,2.550909783556871,2.785703436956468
2007-10-11,0.013071251688428598,sh600200 sh600333 sh600724 ,-0.03583599102492663,2.4594954034479293,2.8221160677102466
2007-10-12,-0.0039686948792376775,sh600200 sh600333 sh600724 ,-0.042992056709187154,2.3537566375869106,2.8109159501237104
2007-10-15,0.014681326496107872,sh600200 sh600333 sh600724 ,-0.016604779811191794,2.314673026890649,2.852183924940594
2007-10-16,0.00957665186508505,sh600200 sh600333 sh600724 ,0.04669381872748257,2.4227539496216743,2.879498297444942
2007-10-17,-0.009031511604165265,sh600200 sh600333 sh600724 ,-0.022758803837174213,2.3676149677364955,2.853492075157394
2007-10-18,-0.035777078768981396,sh600200 sh600333 sh600724 ,-0.022411998469959893,2.314551984702131,2.7514024644178234
2007-10-19,-0.00030093932244124044,sh600200 sh600333 sh600724 ,-0.01592800815707296,2.277685781809826,2.7505744592244183
2007-10-22,-0.02518320074954672,sh600200 sh600333 sh600724 ,-0.03277518109662936,2.2030342178297913,2.681306190441194
2007-10-23,0.012317548257891886,sh600200 sh600333 sh600724 ,0.012693808610275914,2.2309991125528117,2.714333308836138
2007-10-24,0.008649678976334396,sh600200 sh600333 sh600724 ,-0.03956575243924776,2.142727953973366,2.737811420592342
2007-10-25,-0.04549383411983876,sh600200 sh600333 sh600724 ,-0.0979104863277872,1.9329324179316891,2.613257881972514
2007-10-26,0.011440270426844812,sh600200 sh600333 sh600724 ,0.006054254576531637,1.9446348828690785,2.6431542588373635
2007-10-29,0.021048007251413647,sh600200 sh600333 sh600724 ,0.016112608512890647,1.975968023437259,2.6987873888439773
2007-10-30,0.015923069661387457,sh600200 sh600333 sh600724 ,0.03531150683285933,2.0457424317983754,2.741760368437814
2007-10-31,0.016524096374777253,sh600200 sh600333 sh600724 ,0.03493306175336608,2.1172064784998694,2.787065481002425
2007-11-01,-0.014645234102247717,sh600200 sh600333 sh600724 ,-0.015549968317104979,2.084283984838427,2.746248254574851
2007-11-02,-0.02360295652453137,sh600200 sh600333 sh600724 ,-0.01403040002605449,2.0550406467632447,2.6814286764165507
2007-11-05,-0.02057764305408616,sh600200 sh600333 sh600724 ,0.028340188537256283,2.1132808861442403,2.62625119423826
2007-11-06,-0.007977150575246617,sh600200 sh600333 sh600724 ,-0.008447834378314534,2.095428239223236,2.6053011930134002
2007-11-07,0.006220910005547697,sh600200 sh600333 sh600724 ,0.013014926214009348,2.122700083143478,2.6215085372724825
2007-11-08,-0.04802425134984101,sh600200 sh600333 sh600724 ,-0.0338979162524522,2.050744973496007,2.4956125523627546
2007-11-09,-0.010434519707794077,sh600200 sh600333 sh600724 ,-0.003917378148599715,2.0427114299484828,2.4695720340021072
2007-11-12,-0.012353884123066705,sh600200 sh600333 sh600724 ,0.003097681723316592,2.049039099811044,2.439063227260479
2007-11-13,-0.007836086978355916,sh600200 sh600333 sh600724 ,0.014212678126591216,2.0781614330054583,2.419950515665956
2007-11-14,0.04183842048574293,sh600200 sh600333 sh600724 ,0.027774227357550085,2.135880761131444,2.521197422895079
2007-11-15,-0.0125886872824722,sh600200 sh600333 sh600724 ,-0.030565193540408542,2.0705971522882263,2.4894588569608778
2007-11-16,-0.01445550283304231,sh600200 sh600333 sh600724 ,0.013810989211478608,2.0991941472197975,2.4534724774013377
2007-11-19,-0.0026439494694128207,sh600200 sh600333 sh600724 ,0.02467000858325674,2.150981284849632,2.4469856201464935
2007-11-20,0.015008749764737539,sh600200 sh600333 sh600724 ,0.0003869292022466997,2.1518135623222268,2.483711814997183
2007-11-21,-0.014155577210625436,sh600200 sh600333 sh600724 ,0.005008246496524427,2.162590375056901,2.4485534406310476
2007-11-22,-0.045021430200775536,sh600200 sh600333 sh600724 ,-0.059388685620860415,2.034156975145948,2.338316062810808
2007-11-23,0.01750401247113742,sh600200 sh600333 sh600724 ,0.019902587227522917,2.0746419617782643,2.3792459763357092
2007-11-26,-0.011548219169055352,sh600200 sh600333 sh600724 ,-0.012979595262533117,2.0477139487997147,2.3517699223438915
2007-11-27,-0.018526774553757508,sh600200 sh600333 sh600724 ,-0.004449966165844477,2.038601691010228,2.3081992111903182
2007-11-28,-0.0132451736837077,sh600200 sh600333 sh600724 ,0.005997932645952719,2.050829086644833,2.2776267117415054
2007-11-29,0.041585372411938604,sh600200 sh600333 sh600724 ,0.02585478664692209,2.103852835129337,2.372342666764655
2007-11-30,-0.02161472262895825,sh600200 sh600333 sh600724 ,-0.015914574235425194,2.0703709130042616,2.321065138041694
2007-12-03,0.007442885458510018,sh600200 sh600333 sz002025 ,0.009160886166560633,2.089337345260852,2.338340560005879
2007-12-04,0.01184661834989642,sh600200 sh600333 sz002025 ,0.009668598788625582,2.109538309786271,2.366041988192352
2007-12-05,0.028315190269215806,sh600200 sh600333 sz002025 ,0.006409479128149709,2.1230593515528784,2.433036917272972
2007-12-06,0.001029007541356819,sh600200 sh600333 sz002025 ,-0.01256413489045427,2.0963849474795277,2.4355405306092455
2007-12-07,0.014139841402035058,sh600200 sh600333 sz002025 ,0.018492644126624658,2.1351526482656795,2.4699786874402885
2007-12-10,0.018290735616451892,sh600200 sh600333 sz002025 ,0.0521072003298626,2.246409475043696,2.5151564145905296
2007-12-11,0.0012544900614777088,sh600200 sh600333 sz002025 ,0.012646393074730478,2.2748184522718975,2.5183116533156955
2007-12-12,-0.01218093385214003,sh600200 sh600333 sz002025 ,-0.00022493794440026083,2.2743067592853596,2.4876362656475837
2007-12-13,-0.03802938123721045,sh600200 sh600333 sz002025 ,-0.036169731236018854,2.1920456950537472,2.393032997721761
